termId,searchTerm,language,position,title,link,definition,information,visualization,site quality,Adds
53,недостаточное питание,ru,3,НЕДОСТАТОЧНОЕ ПИТАНИЕ У ПАЦИЕНТА: диагностика и ...,https://www.lvrach.ru/2003/06/4530436,1,2,1,2,1
53,תת תזונה,iw,1,תת-תזונה - ויקיפדיה,https://he.wikipedia.org/wiki/תת-תזונה,3,1,1,3,0
53,תת תזונה,iw,2,תת תזונה - מהי ומי עלול ללקות בה? | אבוט - Abbot,https://www.abbottnutrition.co.il/תזונה-בגיל-השלישי/מהי-תת-תזונה-ומי-עלול-ללקות-בה/,3,2,1,2,1
53,תת תזונה,iw,3,"תת תזונה (Undernutrition) - הסימפטומים, הבדיקות ודרכי הטיפול",https://www.infomed.co.il/diseases/undernutrition/,3,3,1,3,1
53,سوء التغذية,ar,1,سوء التغذية - WHO | World Health Organization,https://www.who.int/ar/news-room/fact-sheets/detail/malnutrition,2,3,0,3,1
53,سوء التغذية,ar,2,سوء التغذية: الأسباب، الأعراض والعلاج - ويب طب,https://www.webteb.com/diet/diseases/سوء-التغذية,2,1,2,1,1
53,سوء التغذية,ar,3,علامات أمراض سوء التغذية - ويب طب,https://www.webteb.com/articles/علامات-امراض-سوء-التغذية_18127,2,3,2,1,1
56,Calorie,en,1,"Calories: Requirements, health needs, and function - Medical ...",https://www.medicalnewstoday.com/articles/263028,3,3,2,3,1
56,Calorie,en,2,Calorie Calculator,https://www.calculator.net/calorie-calculator.html,3,2,0,2,1
56,Calorie,en,3,Calorie - Wikipedia,https://en.wikipedia.org/wiki/Calorie,3,3,1,3,0
56,Calorie,en,1,Calorie Calculator,https://www.calculator.net/calorie-calculator.html,3,2,0,2,1
56,Calorie,en,2,Calorie - Wikipedia,https://en.wikipedia.org/wiki/Calorie,3,3,1,3,0
56,Calorie,en,3,"Calories: Requirements, health needs, and function - Medical ...",https://www.medicalnewstoday.com/articles/263028,3,2,1,3,0
56,Калория,ru,1,Что такое калории и зачем их считать? - Еда.ру,https://eda.ru/media/vopros/chto-takoe-kalorii-i-zachem-ih-schitat,1,1,2,2,1
56,Калория,ru,2,это... Что такое Калория? - Словари и энциклопедии на ...,https://dic.academic.ru/dic.nsf/ruwiki/24792,1,2,0,2,1
56,Калория,ru,3,Чем отличаются калории от килокалорий - Men's Health,https://www.mhealth.ru/fitness/weight-and-mass/bazovye-voprosy-chto-takoe-kilokalorii-i-kak-ih-schitat/,2,1,2,2,1
56,קלוריה,iw,1,קלוריה - ויקיפדיה,https://he.wikipedia.org/wiki/קלוריה,3,3,1,3,0
56,קלוריה,iw,2,קלוריות – מה זה בעצם? | כמוני,https://www.camoni.co.il/קלוריות-–-מה-זה-בעצם-,3,2,1,2,1
56,קלוריה,iw,3,איך מחושבות הקלוריות במוצרי מזון? אלי - מכון דוידסון,https://davidson.weizmann.ac.il/online/askexpert/technology/איך-מחושבות-הקלוריות-במוצרי-מזון-אלי,3,2,1,3,0
56,سعرة حرارية,ar,1,دليلك لفهم السعرات الحرارية - ويب طب,https://www.webteb.com/articles/دليلك-لفهم-السعرات-الحرارية_15019,2,1,1,1,1
56,سعرة حرارية,ar,2,سعرة - ويكيبيديا,https://ar.wikipedia.org/wiki/سعرة,3,3,1,3,0
56,سعرة حرارية,ar,3,حاسبة السعرات الحرارية (BMR) | الكونسلتو,https://www.elconsolto.com/calculator/bmr,1,1,3,1,1
58,Renewable Energy,en,1,Renewable Energy: The Clean Facts - NRDC,https://www.nrdc.org/stories/renewable-energy-clean-facts,1,2,1,2,1
58,Renewable Energy,en,2,"What is Renewable Energy? - Definition, Types, Benefits and ...",https://www.twi-global.com/technical-knowledge/faqs/renewable-energy,3,3,0,3,0
58,Renewable Energy,en,3,Renewable energy explained - EIA,https://www.eia.gov/energyexplained/renewable-sources/,2,2,1,3,0
58,Renewable Energy,en,1,Renewable Energy: The Clean Facts - NRDC,https://www.nrdc.org/stories/renewable-energy-clean-facts,3,2,1,2,0
58,Renewable Energy,en,2,Clean Energy,https://www.energy.gov/clean-energy,1,2,2,2,0
58,Renewable Energy,en,3,Renewable energy explained - EIA,https://www.eia.gov/energyexplained/renewable-sources/,3,2,2,2,0
58,Возобновляемая энергия,ru,1,Возобновляемая энергия - Википедия,https://ru.wikipedia.org/wiki/Возобновляемая_энергия,3,2,3,3,0
58,Возобновляемая энергия,ru,2,Что такое Возобновляемые источники энергии (ВИЭ),https://neftegaz.ru/tech-library/energoresursy-toplivo/141763-vozobnovlyaemye-istochniki-energii-vie/,1,3,2,2,0
58,Возобновляемая энергия,ru,3,Возобновляемая энергия - En+ Group,https://enplusgroup.com/ru/what-we-do/power-segment/renewable-energy/,2,1,2,1,0
58,אנרגיה מתחדשת,iw,1,אנרגיה מתחדשת - ויקיפדיה,https://he.wikipedia.org/wiki/אנרגיה_מתחדשת,3,3,3,3,0
58,אנרגיה מתחדשת,iw,2,אנרגיה מתחדשת - גלובס,https://www.globes.co.il/news/אנרגיה_מתחדשת.tag,1,2,2,2,0
58,אנרגיה מתחדשת,iw,3,איגוד חברות אנרגיה ירוקה לישראל,http://greenrg.org.il/,1,1,2,2,1
58,طاقة متجددة,ar,1,طاقة متجددة - ويكيبيديا,https://ar.wikipedia.org/wiki/طاقة_متجددة,3,2,1,3,0
58,طاقة متجددة,ar,2,ما هي الطاقة المتجددة,http://reee.memr.gov.jo/Pages/viewpage?pageID=1022,2,1,1,1,0
58,طاقة متجددة,ar,3,بحث حول الطاقة المتجددة - موضوع,https://mawdoo3.com/بحث_حول_الطاقة_المتجددة,2,1,1,2,0
59,Climate change,en,1,Climate change - WHO | World Health Organization,https://www.who.int/health-topics/climate-change,3,1,1,2,0
59,Climate change,en,2,"climate change | Definition, Causes, Effects, & Facts | Britannica",https://www.britannica.com/science/climate-change,2,2,1,2,0
59,Climate change,en,3,Climate Change - United Nations Sustainable Development,https://www.un.org/sustainabledevelopment/climate-change/,3,2,2,2,0
59,Climate change,en,1,NASA: Climate Change and Global Warming,https://climate.nasa.gov/,1,1,2,2,0
59,Climate change,en,2,IPCC — Intergovernmental Panel on Climate Change,https://www.ipcc.ch/,0,0,0,1,1
59,Climate change,en,3,Climate Change 2022: Mitigation of Climate Change - IPCC,https://www.ipcc.ch/report/ar6/wg3/,0,1,0,1,1
59,Глобальное потепление,ru,1,Глобальное потепление - Википедия,https://ru.wikipedia.org/wiki/Глобальное_потепление,3,2,2,3,0
59,Глобальное потепление,ru,2,Глобальное потепление связано с деятельностью ...,https://news.un.org/ru/story/2021/08/1407862,1,2,2,2,0
59,Глобальное потепление,ru,3,Изменение климата | Организация Объединенных Наций,https://www.un.org/ru/global-issues/climate-change,3,1,1,2,0
59,שינוי אקלים,iw,1,שינוי אקלים - ויקיפדיה,https://he.wikipedia.org/wiki/שינוי_אקלים,3,2,2,3,0
59,שינוי אקלים,iw,2,מה הסיפור של שינוי האקלים? - זווית בחינוך,https://education.zavit.org.il/מה-הסיפור-של-שינוי-האקלים/,1,2,2,2,0
59,שינוי אקלים,iw,3,שינוי אקלים - info spot,http://infospot.co.il/scp/שינוי_אקלים,3,1,1,2,1
59,الاحتباس الحراري,ar,1,الاحتباس الحراري - ويكيبيديا,https://ar.wikipedia.org/wiki/الاحتباس_الحراري,3,2,2,3,0
59,الاحتباس الحراري,ar,2,ما هو الاحتباس الحراري - موضوع,https://mawdoo3.com/ما_هو_الاحتباس_الحراري,3,3,3,2,0
59,الاحتباس الحراري,ar,3,الاحتباس الحراري | ما أسبابه وما آثاره وما الحلول الممكنة؟ - Twinkl,https://www.twinkl.co.uk/teaching-wiki/alahtbas-alhrary,3,2,1,1,0
65,Soil contamination,en,1,Soil contamination - Wikipedia,https://en.wikipedia.org/wiki/Soil_contamination,3,2,1,3,0
65,Soil contamination,en,2,Soil contaminants,https://www.soils.org/about-soils/contaminants,3,2,1,3,0
65,Soil contamination,en,3,"Soil Contamination, Risk Assessment and Remediation",https://www.intechopen.com/chapters/46032,0,1,0,2,1
65,Soil contamination,en,1,Soil contaminants,https://www.soils.org/about-soils/contaminants,2,1,1,2,0
65,Soil contamination,en,2,Soil contamination - Wikipedia,https://en.wikipedia.org/wiki/Soil_contamination,3,2,1,3,0
65,Soil contamination,en,3,Contaminated Land | US EPA,https://www.epa.gov/report-environment/contaminated-land,0,0,1,2,1
65,Загрязнение почвы,ru,1,"Загрязнение почвы – основные причины, последствия, в ...",https://ecoportal.info/zagryaznenie-pochvy/,2,0,0,2,0
65,Загрязнение почвы,ru,2,Загрязнение почв - Википедия,https://ru.wikipedia.org/wiki/Загрязнение_почв,3,1,0,3,0
65,Загрязнение почвы,ru,3,Загрязнение почвы угрожает нашему здоровью и ... - UNEP,https://www.unep.org/ru/novosti-i-istorii/istoriya/zagryaznenie-pochvy-ugrozhaet-nashemu-zdorovyu-i-prodovolstvennoy,0,2,1,2,0
65,זיהום קרקע,iw,1,זיהום קרקע - ויקיפדיה,https://he.wikipedia.org/wiki/זיהום_קרקע,3,2,1,3,0
65,זיהום קרקע,iw,2,זיהום קרקע - info spot,http://infospot.co.il/scp/זיהום_קרקע,1,1,0,1,1
65,זיהום קרקע,iw,3,זיהום קרקע בישראל – התופעה ודרכי הטיפול בה - אתר הכנסת,https://fs.knesset.gov.il/globaldocs/MMM/1ebb8d55-f7f7-e411-80c8-00155d010977/2_1ebb8d55-f7f7-e411-80c8-00155d010977_11_7091.pdf,3,3,1,1,0
65,تلوث التربة,ar,1,تلوث التربة - ويكيبيديا,https://ar.wikipedia.org/wiki/تلوث_التربة,3,3,1,3,0
65,تلوث التربة,ar,2,بحث عن تلوث التربة - موضوع,https://mawdoo3.com/بحث_عن_تلوث_التربة,3,1,1,2,0
65,تلوث التربة,ar,3,أسباب تلوث التربة - موضوع,https://mawdoo3.com/أسباب_تلوث_التربة,3,1,2,2,0
66,Greenhouse gas,en,1,"greenhouse gas | Definition, Emissions, & Greenhouse Effect",https://www.britannica.com/science/greenhouse-gas,3,2,1,2,0
66,Greenhouse gas,en,2,Overview of Greenhouse Gases | US EPA,https://www.epa.gov/ghgemissions/overview-greenhouse-gases,1,2,1,2,0
66,Greenhouse gas,en,3,Greenhouse gas - Wikipedia,https://en.wikipedia.org/wiki/Greenhouse_gas,3,2,3,3,0
66,Greenhouse gas,en,1,Overview of Greenhouse Gases | US EPA,https://www.epa.gov/ghgemissions/overview-greenhouse-gases,1,2,1,2,0
66,Greenhouse gas,en,2,Greenhouse gas - Wikipedia,https://en.wikipedia.org/wiki/Greenhouse_gas,3,3,2,3,0
66,Greenhouse gas,en,3,"greenhouse gas | Definition, Emissions, & Greenhouse Effect",https://www.britannica.com/science/greenhouse-gas,3,2,2,2,0
66,Парниковые газы,ru,1,Парниковые газы - Википедия,https://ru.wikipedia.org/wiki/Парниковые_газы,3,2,3,3,0
66,Парниковые газы,ru,2,Что такое Парниковые газы? - Техническая Библиотека ...,https://neftegaz.ru/tech-library/ekologiya-pozharnaya-bezopasnost-tekhnika-bezopasnosti/147967-parnikovye-gazy/,1,2,1,1,0
66,Парниковые газы,ru,3,ЧТО ПРЕДСТАВЛЯЮТ СОБОЙ ПАРНИКОВЫЕ ГАЗЫ?,https://youth.wmo.int/ru/content/что-представляют-собой-парниковые-газы,3,1,1,2,0
66,גז חממה,iw,1,גז חממה - ויקיפדיה,https://he.wikipedia.org/wiki/גז_חממה,3,3,3,3,0
66,גז חממה,iw,2,מה זה גז חממה? - מכון דוידסון,https://davidson.weizmann.ac.il/online/askexpert/מה-זה-גז-חממה,3,1,0,2,0
66,גז חממה,iw,3,גז חממה - אקו-ויקי,https://ecowiki.org.il/wiki/גז_חממה,2,3,2,2,0
66,غازات دفيئة,ar,1,غازات دفيئة - ويكيبيديا,https://ar.wikipedia.org/wiki/غازات_دفيئة,3,2,1,2,0
66,غازات دفيئة,ar,2,تصنيف:غازات دفيئة - ويكيبيديا,https://ar.wikipedia.org/wiki/تصنيف:غازات_دفيئة,3,2,1,2,0
66,غازات دفيئة,ar,3,ما هي غازات الدفيئة - موضوع,https://mawdoo3.com/ما_هي_غازات_الدفيئة,3,2,2,2,0
68,Infection,en,1,"Infection: Types, causes, and differences - Medical News Today",https://www.medicalnewstoday.com/articles/196271,2,3,3,3,0
68,Infection,en,2,Infection - Wikipedia,https://en.wikipedia.org/wiki/Infection,3,3,1,2,0
68,Infection,en,3,How Infections Spread | Infection Control | CDC,https://www.cdc.gov/infectioncontrol/spread/index.html,2,2,1,2,0
68,Infection,en,1,"Infection: Types, causes, and differences - Medical News Today",https://www.medicalnewstoday.com/articles/196271,2,3,3,3,0
68,Infection,en,2,Infection - Wikipedia,https://en.wikipedia.org/wiki/Infection,3,2,1,3,0
68,Infection,en,3,How Infections Spread | Infection Control | CDC,https://www.cdc.gov/infectioncontrol/spread/index.html,1,2,0,1,0
68,Инфекция,ru,1,Инфекционные заболевания - Википедия,https://ru.wikipedia.org/wiki/Инфекционные_заболевания,3,2,1,3,0
68,Инфекция,ru,2,это... Что такое Инфекция? - Словари и энциклопедии на ...,https://dic.academic.ru/dic.nsf/ruwiki/38750,3,3,1,3,0
68,Инфекция,ru,3,"Инфекционные болезни - СПб ГБУЗ ""Городская ...",http://poliklinika74spb.ru/people/инфекционные-заболевания/,2,2,2,2,1
68,זיהום רפואה,iw,1,הרפואה המשלימה ומניעת זיהומים חוזרים - כללית רפואה משלימה,https://www.clalitmashlima.co.il/מניעת-זיהומים-חוזרים/,1,3,2,2,0
68,זיהום רפואה,iw,2,זיהום (רפואה) - המכלול,https://www.hamichlol.org.il/זיהום_(רפואה),3,3,2,3,0
68,זיהום רפואה,iw,3,"זיהום (Infectious disease) - הסימפטומים, הבדיקות ודרכי הטיפול",https://www.infomed.co.il/diseases/infectious-disease/,1,1,1,2,1
68,عدوى,ar,1,عدوى - ويكيبيديا,https://ar.wikipedia.org/wiki/عدوى,3,2,2,3,0
68,عدوى,ar,2,عدوى (فيلم) - ويكيبيديا,https://ar.wikipedia.org/wiki/عدوى_(فيلم),0,0,0,3,0
68,عدوى,ar,3,حدوثُ العدوى - حالات العَدوى - دليل MSD الإرشادي إصدار المُستخدِم,https://www.msdmanuals.com/ar/home/حالات-العَدوى/بَيُولوجيا-الأمراض-المُعْدِيَة/حدوثُ-العدوى,1,2,1,2,0
70,Flood,en,1,What is a Flood? | What Causes a Flood? - Earth Networks,https://www.earthnetworks.com/flooding/,3,1,1,2,0
70,Flood,en,2,Flood Basics - Severe Weather 101,https://www.nssl.noaa.gov/education/svrwx101/floods/,3,2,2,2,0
70,Flood,en,3,flood - Longman Dictionary,https://www.ldoceonline.com/dictionary/flood,3,0,0,1,0
70,Flood,en,1,Flood - Wikipedia,https://en.wikipedia.org/wiki/Flood,3,3,1,3,0
70,Flood,en,2,Flood Basics - Severe Weather 101,https://www.nssl.noaa.gov/education/svrwx101/floods/,3,2,3,2,0
70,Flood,en,3,Flood Insurance | FEMA.gov,https://www.fema.gov/flood-insurance,1,1,1,3,0
70,Наводнение,ru,1,Наводнение - Википедия,https://ru.wikipedia.org/wiki/Наводнение,3,2,2,1,0
70,Наводнение,ru,2,Наводнения и весенние паводки - ЧС природного характера,https://www.mchs.gov.ru/deyatelnost/bezopasnost-grazhdan/navodneniya-i-vesennie-pavodki_7,2,2,0,2,0
70,Наводнение,ru,3,Наводнение - последние новости сегодня,https://ria.ru/tag_thematic_category_Navodnenie/,0,0,0,2,1
70,שיטפון,iw,1,שיטפון בזק - ויקיפדיה,https://he.wikipedia.org/wiki/שיטפון_בזק,3,3,3,3,0
70,שיטפון,iw,2,הנחיות להתמודדות עם שיטפון - פורטל חירום לאומי,https://www.oref.org.il/12635-17916-he/Pakar.aspx,1,1,2,0,1
70,שיטפון,iw,3,שיטפון - משרד החינוך - אופק,https://lo.cet.ac.il/player/?document=add1e5f5-53c0-4ce6-990c-7f97a5415b26&language=he,1,0,1,1,0
70,الفيضان,ar,1,فيضان - ويكيبيديا,https://ar.wikipedia.org/wiki/فيضان,3,3,3,3,0
70,الفيضان,ar,2,فيضان - المعرفة,https://www.marefa.org/فيضان/simplified,3,2,1,3,0
70,الفيضان,ar,3,كيف تحدث الفيضانات - موضوع,https://mawdoo3.com/كيف_تحدث_الفيضانات,2,2,1,2,0
71,Drought,en,1,Drought - Wikipedia,https://en.wikipedia.org/wiki/Drought,3,3,1,3,0
71,Drought,en,2,What causes drought? | U.S. Geological Survey,https://www.usgs.gov/faqs/what-causes-drought,1,2,2,2,0
71,Drought,en,3,Drought | National Geographic Society,https://www.nationalgeographic.org/encyclopedia/drought/,1,2,2,2,0
71,Drought,en,1,US Drought Monitor: Current Map,https://droughtmonitor.unl.edu/,3,2,3,2,0
71,Drought,en,2,Understand Drought and Know How to Respond - National ...,https://www.weather.gov/safety/drought,3,3,1,1,0
71,Drought,en,3,Drought.gov: Home,https://www.drought.gov/,1,1,3,2,1
71,Засуха,ru,1,Засуха - Википедия,https://ru.wikipedia.org/wiki/Засуха,3,2,0,3,0
71,Засуха,ru,2,Засуха: причины и методы борьбы. Справка - РИА Новости,https://ria.ru/20090728/178965537.html,3,1,0,2,0
71,Засуха,ru,3,это... Что такое Засуха? - Словари и энциклопедии на ...,https://dic.academic.ru/dic.nsf/ruwiki/139715,3,2,0,2,0
71,בצורת,iw,1,בצורת - ויקיפדיה,https://he.wikipedia.org/wiki/בצורת,3,2,0,3,0
71,בצורת,iw,2,מהי בצורת? - אנציקלופדיית אאוריקה,https://eureka.org.il/item/41558/מהי-בצורת,3,2,3,3,0
71,בצורת,iw,3,מה זה בצורת - מילון עברי עברי - מילוג,https://milog.co.il/בצורת,3,1,0,2,0
71,جفاف,ar,1,الجفاف - الأعراض والأسباب - Mayo Clinic (مايو كلينك),https://www.mayoclinic.org/ar/diseases-conditions/dehydration/symptoms-causes/syc-20354086,1,2,0,1,0
71,جفاف,ar,2,الجفاف - التشخيص والعلاج - Mayo Clinic (مايو كلينك),https://www.mayoclinic.org/ar/diseases-conditions/dehydration/diagnosis-treatment/drc-20354092,1,2,0,2,1
71,جفاف,ar,3,أعراض جفاف الجسم الشديد - ويب طب,https://www.webteb.com/articles/اعراض-جفاف-الجسم-الشديد_28866,1,2,0,2,1